,,,,,,,,,,,
AT&T Inc (T US) - Overview,,,,,,,,,,,
,,,,,,,,,,,
In Millions of USD except Per Share,,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022
Social,,,,,,,,,,,
Community & Customers,,,,,,,,,,,
Human Rights Policy,HUMAN_RIGHTS_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Policy Against Child Labor,POLICY_AGAINST_CHILD_LABOR,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Quality Assurance and Recall Policy,QUALITY_ASSURANCE_AND_RECALL_POL,n/a,n/a,No,No,No,No,No,No,Yes,Yes
Consumer Data Protection Policy,CONSUMER_DATA_PROTECTION_POLICY,n/a,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Community Spending,COMMUNITY_SPENDING,Ñ,Ñ,Ñ,Ñ,Ñ,Ñ,Ñ,Ñ,182.5,89.1
,,,,,,,,,,,
Diversity,,,,,,,,,,,
Equal Opportunity Policy,EQUAL_OPPORTUNITY_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Gender Pay Gap Breakout,GENDER_PAY_GAP_BREAKOUT,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Pct Women in Management,PCT_WOMEN_MGT,Ñ,Ñ,Ñ,Ñ,29.40,29.40,30.65,31.00,36.00,37.00
Pct Women in Middle and or Other Management,PCT_WOMEN_IN_MID_AND_OTHER_MGMT,37.00,37.00,36.00,35.00,35.00,36.60,34.54,Ñ,Ñ,Ñ
Pct Women in Workforce,PCT_WOMEN_EMPLOYEES,36.00,35.00,33.00,32.00,31.00,32.70,33.90,34.30,33.10,31.00
Pct Minorities in Management,PCT_MINORITY_MGT,33.00,35.00,34.00,37.00,37.00,38.30,39.40,40.00,43.00,44.00
Pct Minorities in Workforce,PCT_MINORITY_EMPLOYEES,40.00,41.00,42.00,43.00,43.00,43.80,44.80,46.00,47.10,48.70
Pct Disabled in Workforce,PCT_DISABLED_IN_WORKFORCE,Ñ,Ñ,Ñ,Ñ,Ñ,1.62,2.16,3.03,3.40,4.90
,,,,,,,,,,,
Ethics & Compliance,,,,,,,,,,,
Business Ethics Policy,ETHICS_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Anti-Bribery Ethics Policy,ANTI_BRIBERY_ETHICS_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Political Donations,POLITICAL_DONATIONS,4.3,5.1,1.4,1.3,1.2,2.4,0.3,0.6,1.3,4.2
,,,,,,,,,,,
Health & Safety,,,,,,,,,,,
Health and Safety Policy,HEALTH_SAFETY_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fatalities - Employees,FATALITIES_EMPLOYEES,Ñ,Ñ,Ñ,Ñ,Ñ,Ñ,Ñ,1.00,5.00,3.00
Total Recordable Incident Rate - Employees,TOTAL_RECORDABLE_INCIDENT_RATE,1.75,Ñ,1.62,1.75,1.85,2.02,1.90,1.16,1.18,1.29
,,,,,,,,,,,
Human Capital,,,,,,,,,,,
Training Policy,TRAINING_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fair Remuneration Policy,FAIR_REMUNERATION_POLICY,No,No,No,No,No,No,No,No,No,Yes
Number of Employees - CSR,NUMBER_EMPLOYEES_CSR,"243,360.00","245,175.00","281,450.00","268,000.00","252,000.00","268,220.00","247,800.00","230,760.00","202,600.00","163,471.00"
Employee Turnover Pct,EMPLOYEE_TURNOVER_PCT,11.70,12.64,Ñ,Ñ,Ñ,Ñ,Ñ,Ñ,Ñ,Ñ
Pct Employees Unionized,PCT_EMPLOYEES_UNIONIZED,55.00,53.00,50.00,49.00,46.00,40.00,40.00,37.00,37.00,42.00
Employee Training Cost,EMPLOYEE_TRAINING_COST,280.0,250.0,230.0,250.0,220.0,200.0,200.0,166.0,158.0,135.0
Total Hours Spent by Firm - Employee Training,TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,"12,105,700.00","19,614,000.00","25,330,500.00","18,760,000.00","20,000,000.00","16,000,000.00","16,000,000.00","16,000,000.00","15,000,000.00","8,000,000.00"
,,,,,,,,,,,
Supply Chain,,,,,,,,,,,
Social Supply Chain Management,SOCIAL_SUPPLY_CHAIN_MGMT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Number Supplier Facilities Audited,SUPPLIER_FACILITIES_AUDITED,Ñ,Ñ,Ñ,69.00,92.00,137.00,129.00,78.00,75.00,79.00
,,,,,,,,,,,
Governance,,,,,,,,,,,
Audit Risk & Oversight,,,,,,,,,,,
Years Auditor Employed,YEARS_AUDITOR_EMPLOYED,15.00,16.00,17.00,18.00,19.00,20.00,21.00,22.00,23.00,24.00
Size of Audit Committee,SIZE_OF_AUDIT_COMMITTEE,6.00,6.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
Number of Independent Directors on Audit Committee,NUM_IND_DIR_ON_AUD_CMTE,6.00,6.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
Audit Committee Meetings,AUDIT_COMMITTEE_MEETINGS,12.00,12.00,12.00,12.00,12.00,13.00,12.00,12.00,12.00,12.00
Audit Committee Meeting Attendance Percentage,AUDIT_COMMITTEE_MTG_ATTEND_PCT,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
,,,,,,,,,,,
Board Composition,,,,,,,,,,,
Company Conducts Board Evaluations,COMPANY_CONDUCTS_BRD_EVALUATIONS,n/a,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Board Size,BOARD_SIZE,14.00,15.00,14.00,13.00,13.00,13.00,14.00,14.00,13.00,10.00
Number of Executives / Company Managers,NUM_EXECUTIVES_COMP_MANAGERS,11.00,11.00,10.00,10.00,10.00,9.00,8.00,9.00,9.00,11.00
Number of Non Executive Directors on Board,NUM_OF_NONEXEC_DIR_ON_BRD,13.00,14.00,13.00,12.00,12.00,12.00,13.00,12.00,12.00,9.00
Number of Board Meetings for the Year,BOARD_MEETINGS_PER_YR,9.00,10.00,8.00,11.00,10.00,10.00,12.00,9.00,10.00,6.00
Board Meeting Attendance Pct,BOARD_MEETING_ATTENDANCE_PCT,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
,,,,,,,,,,,
Compensation,,,,,,,,,,,
Company Has Executive Share Ownership Guidelines,COMP_HAS_EXEC_SH_OWNER_GUIDELNS,n/a,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Director Share Ownership Guidelines,DIRECTOR_SH_OWNERSHIP_GUIDELINES,n/a,n/a,No,No,No,Yes,No,No,No,No
Size of Compensation Committee,SIZE_OF_COMPENSATION_COMMITTEE,4.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00
Num of Independent Directors on Compensation Cmte,NUM_IND_DIR_ON_CMPNSTN_CMTE,4.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00
Number of Compensation Committee Meetings,NUM_COMPENSATION_CMTE_MTG,6.00,6.00,8.00,6.00,5.00,6.00,8.00,11.00,6.00,6.00
Compensation Committee Meeting Attendance %,COMPENSATION_CMTE_MTG_ATTEND_PCT,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
,,,,,,,,,,,
Diversity,,,,,,,,,,,
Number of Female Executives,NUMBER_OF_FEMALE_EXECUTIVES,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,3.00
Number of Women on Board,NUMBER_OF_WOMEN_ON_BOARD,4.00,4.00,4.00,4.00,4.00,4.00,4.00,3.00,3.00,2.00
Board Age Limit,BOARD_AGE_LIMIT,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,75.00
Age of the Youngest Director,AGE_OF_YOUNGEST_DIRECTOR,51.00,52.00,53.00,54.00,55.00,56.00,57.00,58.00,59.00,60.00
Age of the Oldest Director,AGE_OF_OLDEST_DIRECTOR,72.00,72.00,72.00,69.00,70.00,71.00,72.00,71.00,71.00,70.00
,,,,,,,,,,,
Independence,,,,,,,,,,,
Number of Independent Directors,INDEPENDENT_DIRECTORS,13.00,14.00,13.00,12.00,12.00,12.00,13.00,12.00,12.00,9.00
,,,,,,,,,,,
Nominations & Governance Oversight,,,,,,,,,,,
Size of Nomination Committee,SIZE_OF_NOMINATION_COMMITTEE,5.00,6.00,5.00,5.00,5.00,5.00,4.00,5.00,4.00,4.00
Num of Independent Directors on Nomination Cmte,NUM_IND_DIR_ON_NOM_CMTE,5.00,6.00,5.00,5.00,5.00,5.00,4.00,5.00,4.00,4.00
Number of Nomination Committee Meetings,NUM_OF_NOMINATION_CMTE_MTG,6.00,5.00,7.00,5.00,4.00,4.00,4.00,5.00,4.00,3.00
Nomination Committee Meeting Attendance Percentage,NOMINATION_CMTE_MTG_ATTEND_PCT,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
,,,,,,,,,,,
Sustainability Governance,,,,,,,,,,,
Verification Type,VERIFICATION_TYPE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Employee CSR Training,EMPLOYEE_CSR_TRAINING,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes
,,,,,,,,,,,
Tenure,,,,,,,,,,,
Board Duration (Years),BOARD_DURATION,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Community Spending,COMMUNITY_SPENDING,Ñ,Ñ,Ñ,Ñ,Ñ,Ñ,Ñ,Ñ,182.5,89.1
Source: Bloomberg,,Right click to show data transparency (not supported for all values),,,,,,,,,
